"chr" "all.intron.nums" "all.rev.intron.nums" "all.intron.starts" "all.intron.stops" "all.atgs"
"11440" "1" "9" "9" "22858810" "22859068" "Parent=AT1G61850.1"
"11441" "1" "10" "8" "22859229" "22859360" "Parent=AT1G61850.1"
"11442" "1" "11" "7" "22859561" "22859653" "Parent=AT1G61850.1"
"11443" "1" "12" "6" "22859789" "22859936" "Parent=AT1G61850.1"
"11444" "1" "13" "5" "22860074" "22860223" "Parent=AT1G61850.1"
"11445" "1" "14" "4" "22860429" "22860522" "Parent=AT1G61850.1"
"11446" "1" "15" "3" "22861002" "22861099" "Parent=AT1G61850.1"
"11447" "1" "16" "2" "22861315" "22861413" "Parent=AT1G61850.1"
"11448" "1" "17" "1" "22861502" "22861746" "Parent=AT1G61850.1"
"11449" "1" "1" "8" "22899830" "22899955" "Parent=AT1G61950.1"
"11450" "1" "2" "7" "22900300" "22900546" "Parent=AT1G61950.1"
"11451" "1" "3" "6" "22900689" "22900771" "Parent=AT1G61950.1"
"11452" "1" "4" "5" "22900923" "22901005" "Parent=AT1G61950.1"
"11453" "1" "5" "4" "22901120" "22901201" "Parent=AT1G61950.1"
"11454" "1" "6" "3" "22901368" "22901443" "Parent=AT1G61950.1"
"11455" "1" "7" "2" "22901570" "22901652" "Parent=AT1G61950.1"
"11456" "1" "8" "1" "22901751" "22901855" "Parent=AT1G61950.1"
"11457" "1" "1" "1" "22906175" "22906473" "Parent=AT1G61970.1"
"11458" "1" "1" "3" "22919661" "22919791" "Parent=AT1G62020.1"
"11459" "1" "2" "2" "22920021" "22920126" "Parent=AT1G62020.1"
"11460" "1" "3" "1" "22920620" "22920781" "Parent=AT1G62020.1"
"11461" "1" "1" "5" "22933085" "22933202" "Parent=AT1G62040.1"
"11462" "1" "2" "4" "22933252" "22933453" "Parent=AT1G62040.1"
"11463" "1" "3" "3" "22933508" "22933595" "Parent=AT1G62040.1"
"11464" "1" "4" "2" "22933647" "22933891" "Parent=AT1G62040.1"
"11465" "1" "5" "1" "22934009" "22934159" "Parent=AT1G62040.1"
"11466" "1" "1" "1" "22972524" "22972814" "Parent=AT1G62160.1"
"11467" "1" "1" "1" "22974460" "22974747" "Parent=AT1G62170.1"
"11468" "1" "1" "9" "23047426" "23047822" "Parent=AT1G62330.1"
"11469" "1" "2" "8" "23047914" "23047997" "Parent=AT1G62330.1"
"11470" "1" "3" "7" "23048096" "23048190" "Parent=AT1G62330.1"
"11471" "1" "4" "6" "23048251" "23048343" "Parent=AT1G62330.1"
"11472" "1" "5" "5" "23048431" "23048540" "Parent=AT1G62330.1"
"11473" "1" "6" "4" "23048660" "23048750" "Parent=AT1G62330.1"
"11474" "1" "7" "3" "23048893" "23048968" "Parent=AT1G62330.1"
"11475" "1" "8" "2" "23049305" "23049395" "Parent=AT1G62330.1"
"11476" "1" "9" "1" "23049635" "23049745" "Parent=AT1G62330.1"
"11477" "1" "1" "2" "23056820" "23057513" "Parent=AT1G62350.1"
"11478" "1" "2" "1" "23057939" "23058089" "Parent=AT1G62350.1"
"11479" "1" "1" "3" "23082453" "23082551" "Parent=AT1G62380.1"
"11480" "1" "2" "2" "23082777" "23083254" "Parent=AT1G62380.1"
"11481" "1" "3" "1" "23083587" "23083781" "Parent=AT1G62380.1"
"11482" "1" "1" "2" "23090554" "23090719" "Parent=AT1G62400.1"
"11483" "1" "2" "1" "23091174" "23091260" "Parent=AT1G62400.1"
"11484" "1" "1" "2" "23093298" "23093404" "Parent=AT1G62410.1"
"11485" "1" "2" "1" "23093619" "23093798" "Parent=AT1G62410.1"
"11486" "1" "1" "2" "23111847" "23112029" "Parent=AT1G62440.1"
"11487" "1" "2" "1" "23112193" "23113008" "Parent=AT1G62440.1"
"11488" "1" "1" "1" "23128813" "23129105" "Parent=AT1G62480.1"
"11489" "1" "1" "6" "23152413" "23153477" "Parent=AT1G62540.1"
"11490" "1" "2" "5" "23153547" "23153988" "Parent=AT1G62540.1"
"11491" "1" "3" "4" "23154143" "23154270" "Parent=AT1G62540.1"
"11492" "1" "4" "3" "23154352" "23154453" "Parent=AT1G62540.1"
"11493" "1" "5" "2" "23154588" "23154664" "Parent=AT1G62540.1"
"11494" "1" "6" "1" "23154837" "23155218" "Parent=AT1G62540.1"
"11495" "1" "1" "6" "23160458" "23160548" "Parent=AT1G62560.1"
"11496" "1" "2" "5" "23160618" "23161093" "Parent=AT1G62560.1"
"11497" "1" "3" "4" "23161248" "23161370" "Parent=AT1G62560.1"
"11498" "1" "4" "3" "23161452" "23161544" "Parent=AT1G62560.1"
"11499" "1" "5" "2" "23161679" "23161769" "Parent=AT1G62560.1"
"11500" "1" "6" "1" "23161942" "23162330" "Parent=AT1G62560.1"
"11501" "1" "1" "6" "23169750" "23169870" "Parent=AT1G62570.1"
"11502" "1" "2" "5" "23169940" "23170611" "Parent=AT1G62570.1"
"11503" "1" "3" "4" "23170766" "23170873" "Parent=AT1G62570.1"
"11504" "1" "4" "3" "23170955" "23171054" "Parent=AT1G62570.1"
"11505" "1" "5" "2" "23171189" "23171297" "Parent=AT1G62570.1"
"11506" "1" "6" "1" "23171470" "23171562" "Parent=AT1G62570.1"
"11507" "1" "1" "6" "23173921" "23175684" "Parent=AT1G62580.1"
"11508" "1" "2" "5" "23175754" "23175827" "Parent=AT1G62580.1"
"11509" "1" "3" "4" "23175979" "23176062" "Parent=AT1G62580.1"
"11510" "1" "4" "3" "23176144" "23176217" "Parent=AT1G62580.1"
"11511" "1" "5" "2" "23176352" "23176380" "Parent=AT1G62580.1"
"11512" "1" "6" "1" "23176619" "23176710" "Parent=AT1G62580.1"
"11513" "1" "1" "6" "23180103" "23180182" "Parent=AT1G62600.1"
"11514" "1" "2" "5" "23180252" "23180330" "Parent=AT1G62600.1"
"11515" "1" "3" "4" "23180482" "23180570" "Parent=AT1G62600.1"
"11516" "1" "4" "3" "23180652" "23180743" "Parent=AT1G62600.1"
"11517" "1" "5" "2" "23180878" "23180971" "Parent=AT1G62600.1"
"11518" "1" "6" "1" "23181144" "23181232" "Parent=AT1G62600.1"
"11519" "1" "1" "6" "23183233" "23183669" "Parent=AT1G62620.1"
"11520" "1" "2" "5" "23183739" "23183811" "Parent=AT1G62620.1"
"11521" "1" "3" "4" "23183963" "23184037" "Parent=AT1G62620.1"
"11522" "1" "4" "3" "23184119" "23184211" "Parent=AT1G62620.1"
"11523" "1" "5" "2" "23184346" "23184419" "Parent=AT1G62620.1"
"11524" "1" "6" "1" "23184592" "23184685" "Parent=AT1G62620.1"
"11525" "1" "1" "7" "23192692" "23192944" "Parent=AT1G62640.1"
"11526" "1" "2" "6" "23193092" "23193177" "Parent=AT1G62640.1"
"11527" "1" "3" "5" "23193313" "23193403" "Parent=AT1G62640.1"
"11528" "1" "4" "4" "23193508" "23193590" "Parent=AT1G62640.1"
"11529" "1" "5" "3" "23193708" "23193903" "Parent=AT1G62640.1"
"11530" "1" "6" "2" "23193967" "23194061" "Parent=AT1G62640.1"
"11531" "1" "7" "1" "23194286" "23194516" "Parent=AT1G62640.1"
"11532" "1" "1" "6" "23200306" "23200643" "Parent=AT1G62660.1"
"11533" "1" "2" "5" "23200651" "23201432" "Parent=AT1G62660.1"
"11534" "1" "3" "4" "23201676" "23201915" "Parent=AT1G62660.1"
"11535" "1" "4" "3" "23202532" "23202628" "Parent=AT1G62660.1"
"11536" "1" "5" "2" "23203037" "23203123" "Parent=AT1G62660.1"
"11537" "1" "6" "1" "23203210" "23203297" "Parent=AT1G62660.1"
"11538" "1" "1" "6" "23231901" "23232000" "Parent=AT1G62740.1"
"11539" "1" "2" "5" "23232288" "23232381" "Parent=AT1G62740.1"
"11540" "1" "3" "4" "23232466" "23232569" "Parent=AT1G62740.1"
"11541" "1" "4" "3" "23232792" "23232890" "Parent=AT1G62740.1"
"11542" "1" "5" "2" "23232956" "23233059" "Parent=AT1G62740.1"
"11543" "1" "6" "1" "23233118" "23233267" "Parent=AT1G62740.1"
"11544" "1" "1" "2" "23252675" "23252896" "Parent=AT1G62790.1"
"11545" "1" "2" "1" "23252943" "23253384" "Parent=AT1G62790.1"
"11546" "1" "1" "1" "23271540" "23271793" "Parent=AT1G62840.1"
"11547" "1" "1" "3" "23292196" "23292788" "Parent=AT1G62880.1"
"11548" "1" "2" "2" "23292969" "23293067" "Parent=AT1G62880.1"
"11549" "1" "3" "1" "23293189" "23293271" "Parent=AT1G62880.1"
"11550" "1" "1" "1" "23294447" "23294527" "Parent=AT1G62886.1"
"11551" "1" "1" "2" "23298044" "23298130" "Parent=AT1G62900.1"
"11552" "1" "2" "1" "23298194" "23298237" "Parent=AT1G62900.1"
"11553" "1" "1" "5" "23304444" "23304680" "Parent=AT1G62920.1"
"11554" "1" "2" "4" "23304770" "23305021" "Parent=AT1G62920.1"
"11555" "1" "3" "3" "23305293" "23305728" "Parent=AT1G62920.1"
"11556" "1" "4" "2" "23305794" "23306050" "Parent=AT1G62920.1"
"11557" "1" "5" "1" "23306209" "23306315" "Parent=AT1G62920.1"
"11558" "1" "1" "5" "23310637" "23310752" "Parent=AT1G62940.1"
"11559" "1" "2" "4" "23311081" "23311290" "Parent=AT1G62940.1"
"11560" "1" "3" "3" "23311868" "23311957" "Parent=AT1G62940.1"
"11561" "1" "4" "2" "23312301" "23312386" "Parent=AT1G62940.1"
"11562" "1" "5" "1" "23312453" "23312525" "Parent=AT1G62940.1"
"11563" "1" "1" "1" "23316462" "23316558" "Parent=AT1G62950.1"
"11564" "1" "1" "2" "23329218" "23329751" "Parent=AT1G62975.1"
"11565" "1" "2" "1" "23330152" "23330463" "Parent=AT1G62975.1"
"11566" "1" "1" "2" "23331872" "23332125" "Parent=AT1G62980.1"
"11567" "1" "2" "1" "23332440" "23332622" "Parent=AT1G62980.1"
"11568" "1" "1" "4" "23337749" "23338648" "Parent=AT1G62990.1"
"11569" "1" "2" "3" "23338768" "23339323" "Parent=AT1G62990.1"
"11570" "1" "3" "2" "23339522" "23339617" "Parent=AT1G62990.1"
"11571" "1" "4" "1" "23339748" "23340208" "Parent=AT1G62990.1"
"11572" "1" "1" "1" "23342959" "23343404" "Parent=AT1G63000.1"
"11573" "1" "1" "1" "23379982" "23380360" "Parent=AT1G63055.1"
"11574" "1" "1" "1" "23382494" "23382892" "Parent=AT1G63057.1"
"11575" "1" "1" "3" "23384122" "23384202" "Parent=AT1G63060.1"
"11576" "1" "2" "2" "23384290" "23384382" "Parent=AT1G63060.1"
"11577" "1" "3" "1" "23384666" "23384833" "Parent=AT1G63060.1"
"11578" "1" "1" "13" "23405023" "23405113" "Parent=AT1G63110.1"
"11579" "1" "2" "12" "23405160" "23405238" "Parent=AT1G63110.1"
"11580" "1" "3" "11" "23405298" "23405413" "Parent=AT1G63110.1"
"11581" "1" "4" "10" "23405445" "23405638" "Parent=AT1G63110.1"
"11582" "1" "5" "9" "23405762" "23405878" "Parent=AT1G63110.1"
"11583" "1" "6" "8" "23406012" "23406093" "Parent=AT1G63110.1"
"11584" "1" "7" "7" "23406169" "23406248" "Parent=AT1G63110.1"
"11585" "1" "8" "6" "23406504" "23406670" "Parent=AT1G63110.1"
"11586" "1" "9" "5" "23406726" "23406830" "Parent=AT1G63110.1"
"11587" "1" "10" "4" "23406998" "23407104" "Parent=AT1G63110.1"
"11588" "1" "11" "3" "23407161" "23407236" "Parent=AT1G63110.1"
"11589" "1" "12" "2" "23407321" "23407416" "Parent=AT1G63110.1"
"11590" "1" "13" "1" "23407472" "23407665" "Parent=AT1G63110.1"
"11591" "1" "1" "2" "23417986" "23418073" "Parent=AT1G63140.1"
"11592" "1" "2" "1" "23418383" "23418469" "Parent=AT1G63140.1"
"11593" "1" "1" "1" "23421321" "23421457" "Parent=AT1G63150.1"
"11594" "1" "1" "4" "23426115" "23426207" "Parent=AT1G63170.1"
"11595" "1" "2" "3" "23426326" "23426419" "Parent=AT1G63170.1"
"11596" "1" "3" "2" "23426551" "23426632" "Parent=AT1G63170.1"
"11597" "1" "4" "1" "23426805" "23426897" "Parent=AT1G63170.1"
"11598" "1" "1" "5" "23431850" "23431933" "Parent=AT1G63190.1"
"11599" "1" "2" "4" "23432093" "23432176" "Parent=AT1G63190.1"
"11600" "1" "3" "3" "23432328" "23432416" "Parent=AT1G63190.1"
"11601" "1" "4" "2" "23432605" "23432795" "Parent=AT1G63190.1"
"11602" "1" "5" "1" "23432859" "23432910" "Parent=AT1G63190.1"
"11603" "1" "1" "4" "23439791" "23439891" "Parent=AT1G63206.1"
"11604" "1" "2" "3" "23440052" "23440141" "Parent=AT1G63206.1"
"11605" "1" "3" "2" "23440336" "23440510" "Parent=AT1G63206.1"
"11606" "1" "4" "1" "23440543" "23440641" "Parent=AT1G63206.1"
"11607" "1" "1" "1" "23446963" "23447037" "Parent=AT1G63210.1"
"11608" "1" "1" "4" "23449083" "23449578" "Parent=AT1G63220.1"
"11609" "1" "2" "3" "23449643" "23449754" "Parent=AT1G63220.1"
"11610" "1" "3" "2" "23449880" "23449966" "Parent=AT1G63220.1"
"11611" "1" "4" "1" "23450080" "23450176" "Parent=AT1G63220.1"
"11612" "1" "1" "1" "23452091" "23452178" "Parent=AT1G63230.1"
"11613" "1" "1" "7" "23482270" "23482464" "Parent=AT1G63300.1"
"11614" "1" "2" "6" "23482667" "23482745" "Parent=AT1G63300.1"
"11615" "1" "3" "5" "23482867" "23483007" "Parent=AT1G63300.1"
"11616" "1" "4" "4" "23483047" "23483138" "Parent=AT1G63300.1"
"11617" "1" "5" "3" "23483246" "23483338" "Parent=AT1G63300.1"
"11618" "1" "6" "2" "23485527" "23485614" "Parent=AT1G63300.1"
"11619" "1" "7" "1" "23485736" "23485846" "Parent=AT1G63300.1"
"11620" "1" "1" "1" "23505599" "23505674" "Parent=AT1G63380.1"
"11621" "1" "1" "6" "23516035" "23516124" "Parent=AT1G63420.1"
"11622" "1" "2" "5" "23516276" "23516368" "Parent=AT1G63420.1"
"11623" "1" "3" "4" "23516948" "23517495" "Parent=AT1G63420.1"
"11624" "1" "4" "3" "23517690" "23517795" "Parent=AT1G63420.1"
"11625" "1" "5" "2" "23517859" "23517934" "Parent=AT1G63420.1"
"11626" "1" "6" "1" "23518144" "23518409" "Parent=AT1G63420.1"
"11627" "1" "1" "12" "23522977" "23523317" "Parent=AT1G63430.1"
"11628" "1" "2" "11" "23523455" "23523592" "Parent=AT1G63430.1"
"11629" "1" "3" "10" "23523663" "23523749" "Parent=AT1G63430.1"
"11630" "1" "4" "9" "23523892" "23523992" "Parent=AT1G63430.1"
"11631" "1" "5" "8" "23524132" "23524230" "Parent=AT1G63430.1"
"11632" "1" "6" "7" "23524346" "23524427" "Parent=AT1G63430.1"
"11633" "1" "7" "6" "23524491" "23524574" "Parent=AT1G63430.1"
"11634" "1" "8" "5" "23524831" "23524923" "Parent=AT1G63430.1"
"11635" "1" "9" "4" "23525128" "23525237" "Parent=AT1G63430.1"
"11636" "1" "10" "3" "23525369" "23525460" "Parent=AT1G63430.1"
"11637" "1" "11" "2" "23525617" "23525718" "Parent=AT1G63430.1"
"11638" "1" "12" "1" "23525933" "23526188" "Parent=AT1G63430.1"
"11639" "1" "1" "5" "23527957" "23528057" "Parent=AT1G63440.1"
"11640" "1" "2" "4" "23529460" "23529549" "Parent=AT1G63440.1"
"11641" "1" "3" "3" "23529803" "23529933" "Parent=AT1G63440.1"
"11642" "1" "4" "2" "23530055" "23530126" "Parent=AT1G63440.1"
"11643" "1" "5" "1" "23530605" "23530687" "Parent=AT1G63440.1"
"11644" "1" "1" "5" "23535162" "23535544" "Parent=AT1G63460.1"
"11645" "1" "2" "4" "23535620" "23535709" "Parent=AT1G63460.1"
"11646" "1" "3" "3" "23535770" "23535842" "Parent=AT1G63460.1"
"11647" "1" "4" "2" "23535960" "23536051" "Parent=AT1G63460.1"
"11648" "1" "5" "1" "23536218" "23536294" "Parent=AT1G63460.1"
"11649" "1" "1" "9" "23556096" "23556187" "Parent=AT1G63500.1"
"11650" "1" "2" "8" "23556407" "23556491" "Parent=AT1G63500.1"
"11651" "1" "3" "7" "23556626" "23556724" "Parent=AT1G63500.1"
"11652" "1" "4" "6" "23556857" "23556985" "Parent=AT1G63500.1"
"11653" "1" "5" "5" "23557090" "23557183" "Parent=AT1G63500.1"
"11654" "1" "6" "4" "23557268" "23557381" "Parent=AT1G63500.1"
"11655" "1" "7" "3" "23557569" "23557688" "Parent=AT1G63500.1"
"11656" "1" "8" "2" "23557840" "23557953" "Parent=AT1G63500.1"
"11657" "1" "9" "1" "23558066" "23558161" "Parent=AT1G63500.1"
"11658" "1" "1" "2" "23560041" "23560144" "Parent=AT1G63520.1"
"11659" "1" "2" "1" "23561515" "23561598" "Parent=AT1G63520.1"
"11660" "1" "1" "2" "23563401" "23563635" "Parent=AT1G63530.1"
"11661" "1" "2" "1" "23564575" "23564659" "Parent=AT1G63530.1"
"11662" "1" "1" "2" "23567026" "23567475" "Parent=AT1G63540.1"
"11663" "1" "2" "1" "23569073" "23569167" "Parent=AT1G63540.1"
"11664" "1" "1" "1" "23570692" "23570823" "Parent=AT1G63550.1"
"11665" "1" "1" "1" "23578092" "23578193" "Parent=AT1G63580.1"
"11666" "1" "1" "1" "23588047" "23588197" "Parent=AT1G63630.1"
"11667" "1" "1" "6" "23599927" "23600116" "Parent=AT1G63650.1"
"11668" "1" "2" "5" "23600388" "23600937" "Parent=AT1G63650.1"
"11669" "1" "3" "4" "23601033" "23601139" "Parent=AT1G63650.1"
"11670" "1" "4" "3" "23601210" "23601293" "Parent=AT1G63650.1"
"11671" "1" "5" "2" "23602030" "23602152" "Parent=AT1G63650.1"
"11672" "1" "6" "1" "23602571" "23602663" "Parent=AT1G63650.1"
"11673" "1" "1" "5" "23616321" "23616434" "Parent=AT1G63680.1"
"11674" "1" "2" "4" "23616550" "23616639" "Parent=AT1G63680.1"
"11675" "1" "3" "3" "23616814" "23616952" "Parent=AT1G63680.1"
"11676" "1" "4" "2" "23617097" "23617229" "Parent=AT1G63680.1"
"11677" "1" "5" "1" "23617416" "23617559" "Parent=AT1G63680.1"
"11678" "1" "1" "13" "23618636" "23619006" "Parent=AT1G63690.1"
"11679" "1" "2" "12" "23619164" "23619259" "Parent=AT1G63690.1"
"11680" "1" "3" "11" "23619370" "23619497" "Parent=AT1G63690.1"
"11681" "1" "4" "10" "23619616" "23619728" "Parent=AT1G63690.1"
"11682" "1" "5" "9" "23619879" "23620334" "Parent=AT1G63690.1"
"11683" "1" "6" "8" "23620513" "23620669" "Parent=AT1G63690.1"
"11684" "1" "7" "7" "23620703" "23620782" "Parent=AT1G63690.1"
"11685" "1" "8" "6" "23620938" "23621025" "Parent=AT1G63690.1"
"11686" "1" "9" "5" "23621078" "23621165" "Parent=AT1G63690.1"
"11687" "1" "10" "4" "23621257" "23621395" "Parent=AT1G63690.1"
"11688" "1" "11" "3" "23621537" "23621633" "Parent=AT1G63690.1"
"11689" "1" "12" "2" "23621703" "23621798" "Parent=AT1G63690.1"
"11690" "1" "13" "1" "23621881" "23621967" "Parent=AT1G63690.1"
"11691" "1" "1" "3" "23642239" "23642494" "Parent=AT1G63730.1"
"11692" "1" "2" "2" "23643589" "23643705" "Parent=AT1G63730.1"
"11693" "1" "3" "1" "23644004" "23644098" "Parent=AT1G63730.1"
"11694" "1" "1" "3" "23645868" "23645962" "Parent=AT1G63740.1"
"11695" "1" "2" "2" "23647069" "23647187" "Parent=AT1G63740.1"
"11696" "1" "3" "1" "23647486" "23647581" "Parent=AT1G63740.1"
"11697" "1" "1" "2" "23653342" "23653415" "Parent=AT1G63750.1"
"11698" "1" "2" "1" "23653714" "23653819" "Parent=AT1G63750.1"
"11699" "1" "1" "8" "23685299" "23685406" "Parent=AT1G63830.1"
"11700" "1" "2" "7" "23685510" "23685622" "Parent=AT1G63830.1"
"11701" "1" "3" "6" "23685643" "23685785" "Parent=AT1G63830.1"
"11702" "1" "4" "5" "23685841" "23685914" "Parent=AT1G63830.1"
"11703" "1" "5" "4" "23685995" "23686389" "Parent=AT1G63830.1"
"11704" "1" "6" "3" "23686484" "23686569" "Parent=AT1G63830.1"
"11705" "1" "7" "2" "23686693" "23686787" "Parent=AT1G63830.1"
"11706" "1" "8" "1" "23686805" "23686904" "Parent=AT1G63830.1"
"11707" "1" "1" "1" "23697660" "23697761" "Parent=AT1G63850.1"
"11708" "1" "1" "10" "23717129" "23717211" "Parent=AT1G63900.1"
"11709" "1" "2" "9" "23717263" "23717346" "Parent=AT1G63900.1"
"11710" "1" "3" "8" "23717470" "23717572" "Parent=AT1G63900.1"
"11711" "1" "4" "7" "23717667" "23717752" "Parent=AT1G63900.1"
"11712" "1" "5" "6" "23717889" "23717963" "Parent=AT1G63900.1"
"11713" "1" "6" "5" "23718028" "23718251" "Parent=AT1G63900.1"
"11714" "1" "7" "4" "23718363" "23718455" "Parent=AT1G63900.1"
"11715" "1" "8" "3" "23718565" "23718685" "Parent=AT1G63900.1"
"11716" "1" "9" "2" "23718728" "23718800" "Parent=AT1G63900.1"
"11717" "1" "10" "1" "23718908" "23718984" "Parent=AT1G63900.1"
"11718" "1" "1" "15" "23730369" "23730447" "Parent=AT1G63940.1"
"11719" "1" "2" "14" "23730546" "23730639" "Parent=AT1G63940.1"
"11720" "1" "3" "13" "23730716" "23730916" "Parent=AT1G63940.1"
"11721" "1" "4" "12" "23730987" "23731138" "Parent=AT1G63940.1"
"11722" "1" "5" "11" "23731256" "23731371" "Parent=AT1G63940.1"
"11723" "1" "6" "10" "23731455" "23731577" "Parent=AT1G63940.1"
"11724" "1" "7" "9" "23731666" "23731827" "Parent=AT1G63940.1"
"11725" "1" "8" "8" "23731928" "23732041" "Parent=AT1G63940.1"
"11726" "1" "9" "7" "23732130" "23732262" "Parent=AT1G63940.1"
"11727" "1" "10" "6" "23732342" "23732473" "Parent=AT1G63940.1"
"11728" "1" "11" "5" "23732544" "23732628" "Parent=AT1G63940.1"
"11729" "1" "12" "4" "23732722" "23732815" "Parent=AT1G63940.1"
"11730" "1" "13" "3" "23732903" "23732991" "Parent=AT1G63940.1"
"11731" "1" "14" "2" "23733053" "23733153" "Parent=AT1G63940.1"
"11732" "1" "15" "1" "23733193" "23733415" "Parent=AT1G63940.1"
"11733" "1" "1" "1" "23735072" "23735288" "Parent=AT1G63950.1"
"11734" "1" "1" "9" "23740723" "23740812" "Parent=AT1G63980.1"
"11735" "1" "2" "8" "23740896" "23741194" "Parent=AT1G63980.1"
"11736" "1" "3" "7" "23741270" "23741365" "Parent=AT1G63980.1"
"11737" "1" "4" "6" "23741401" "23741492" "Parent=AT1G63980.1"
"11738" "1" "5" "5" "23741652" "23741857" "Parent=AT1G63980.1"
"11739" "1" "6" "4" "23741953" "23742041" "Parent=AT1G63980.1"
"11740" "1" "7" "3" "23742201" "23742277" "Parent=AT1G63980.1"
"11741" "1" "8" "2" "23742567" "23742664" "Parent=AT1G63980.1"
"11742" "1" "9" "1" "23742786" "23742989" "Parent=AT1G63980.1"
"11743" "1" "1" "1" "23747834" "23748697" "Parent=AT1G64000.1"
"11744" "1" "1" "6" "23762773" "23762955" "Parent=AT1G64050.1"
"11745" "1" "2" "5" "23763263" "23763440" "Parent=AT1G64050.1"
"11746" "1" "3" "4" "23763565" "23764036" "Parent=AT1G64050.1"
"11747" "1" "4" "3" "23764376" "23764507" "Parent=AT1G64050.1"
"11748" "1" "5" "2" "23765023" "23765100" "Parent=AT1G64050.1"
"11749" "1" "6" "1" "23765132" "23765224" "Parent=AT1G64050.1"
"11750" "1" "1" "13" "23770929" "23771017" "Parent=AT1G64060.1"
"11751" "1" "2" "12" "23771176" "23771500" "Parent=AT1G64060.1"
"11752" "1" "3" "11" "23771548" "23772043" "Parent=AT1G64060.1"
"11753" "1" "4" "10" "23772156" "23772717" "Parent=AT1G64060.1"
"11754" "1" "5" "9" "23773139" "23774049" "Parent=AT1G64060.1"
"11755" "1" "6" "8" "23774435" "23774517" "Parent=AT1G64060.1"
"11756" "1" "7" "7" "23774612" "23774710" "Parent=AT1G64060.1"
"11757" "1" "8" "6" "23774825" "23774897" "Parent=AT1G64060.1"
"11758" "1" "9" "5" "23775064" "23775139" "Parent=AT1G64060.1"
"11759" "1" "10" "4" "23775298" "23775387" "Parent=AT1G64060.1"
"11760" "1" "11" "3" "23775566" "23775666" "Parent=AT1G64060.1"
"11761" "1" "12" "2" "23775794" "23775920" "Parent=AT1G64060.1"
"11762" "1" "13" "1" "23775998" "23776208" "Parent=AT1G64060.1"
"11763" "1" "1" "3" "23780421" "23780674" "Parent=AT1G64070.1"
"11764" "1" "2" "2" "23781766" "23781898" "Parent=AT1G64070.1"
"11765" "1" "3" "1" "23782194" "23782319" "Parent=AT1G64070.1"
"11766" "1" "1" "4" "23789584" "23789824" "Parent=AT1G64090.1"
"11767" "1" "2" "3" "23790004" "23790089" "Parent=AT1G64090.1"
"11768" "1" "3" "2" "23790230" "23790318" "Parent=AT1G64090.1"
"11769" "1" "4" "1" "23790387" "23790485" "Parent=AT1G64090.1"
"11770" "1" "1" "1" "23792203" "23792260" "Parent=AT1G64100.1"
"11771" "1" "1" "1" "23802615" "23803243" "Parent=AT1G64130.1"
"11772" "1" "1" "1" "23822026" "23822799" "Parent=AT1G64180.1"
"11773" "1" "1" "2" "23824690" "23824866" "Parent=AT1G64185.1"
"11774" "1" "2" "1" "23825001" "23825096" "Parent=AT1G64185.1"
"11775" "1" "1" "1" "23832209" "23832277" "Parent=AT1G64210.1"
"11776" "1" "1" "4" "23833671" "23833771" "Parent=AT1G64230.1"
"11777" "1" "2" "3" "23833861" "23834692" "Parent=AT1G64230.1"
"11778" "1" "3" "2" "23834819" "23834886" "Parent=AT1G64230.1"
"11779" "1" "4" "1" "23834990" "23835077" "Parent=AT1G64230.1"
"11780" "1" "1" "3" "23863216" "23863287" "Parent=AT1G64300.1"
"11781" "1" "2" "2" "23863402" "23863508" "Parent=AT1G64300.1"
"11782" "1" "3" "1" "23865499" "23865580" "Parent=AT1G64300.1"
"11783" "1" "1" "1" "23869664" "23869747" "Parent=AT1G64320.1"
"11784" "1" "1" "2" "23870989" "23872106" "Parent=AT1G64330.1"
"11785" "1" "2" "1" "23872265" "23872397" "Parent=AT1G64330.1"
"11786" "1" "1" "2" "23878356" "23878490" "Parent=AT1G64340.1"
"11787" "1" "2" "1" "23879038" "23880625" "Parent=AT1G64340.1"
"11788" "1" "1" "6" "23881852" "23881926" "Parent=AT1G64350.1"
"11789" "1" "2" "5" "23882026" "23882105" "Parent=AT1G64350.1"
"11790" "1" "3" "4" "23882182" "23882261" "Parent=AT1G64350.1"
"11791" "1" "4" "3" "23882416" "23882505" "Parent=AT1G64350.1"
"11792" "1" "5" "2" "23882617" "23882715" "Parent=AT1G64350.1"
"11793" "1" "6" "1" "23882841" "23882939" "Parent=AT1G64350.1"
"11794" "1" "1" "2" "23886533" "23886655" "Parent=AT1G64355.1"
"11795" "1" "2" "1" "23886672" "23886788" "Parent=AT1G64355.1"
"11796" "1" "1" "1" "23888189" "23888291" "Parent=AT1G64360.1"
"11797" "1" "1" "4" "23900184" "23900275" "Parent=AT1G64385.1"
"11798" "1" "2" "3" "23900368" "23900459" "Parent=AT1G64385.1"
"11799" "1" "3" "2" "23900822" "23900920" "Parent=AT1G64385.1"
"11800" "1" "4" "1" "23901047" "23901453" "Parent=AT1G64385.1"
"11801" "1" "1" "7" "23911526" "23911724" "Parent=AT1G64390.1"
"11802" "1" "2" "6" "23911936" "23912061" "Parent=AT1G64390.1"
"11803" "1" "3" "5" "23912261" "23913022" "Parent=AT1G64390.1"
"11804" "1" "4" "4" "23913111" "23913205" "Parent=AT1G64390.1"
"11805" "1" "5" "3" "23913369" "23913473" "Parent=AT1G64390.1"
"11806" "1" "6" "2" "23914106" "23914200" "Parent=AT1G64390.1"
