"chr" "all.intron.nums" "all.rev.intron.nums" "all.intron.starts" "all.intron.stops" "all.atgs"
"2109" "1" "6" "7" "2974755" "2974672" "Parent=AT1G09210.1"
"2110" "1" "7" "6" "2974615" "2974107" "Parent=AT1G09210.1"
"2111" "1" "8" "5" "2974040" "2973954" "Parent=AT1G09210.1"
"2112" "1" "9" "4" "2973859" "2973765" "Parent=AT1G09210.1"
"2113" "1" "10" "3" "2973718" "2973556" "Parent=AT1G09210.1"
"2114" "1" "11" "2" "2973527" "2973442" "Parent=AT1G09210.1"
"2115" "1" "12" "1" "2973326" "2973228" "Parent=AT1G09210.1"
"2116" "1" "1" "10" "2982376" "2982161" "Parent=AT1G09230.1"
"2117" "1" "2" "9" "2982090" "2981987" "Parent=AT1G09230.1"
"2118" "1" "3" "8" "2981778" "2981622" "Parent=AT1G09230.1"
"2119" "1" "4" "7" "2981541" "2981398" "Parent=AT1G09230.1"
"2120" "1" "5" "6" "2981258" "2981012" "Parent=AT1G09230.1"
"2121" "1" "6" "5" "2980851" "2980778" "Parent=AT1G09230.1"
"2122" "1" "7" "4" "2980605" "2980298" "Parent=AT1G09230.1"
"2123" "1" "8" "3" "2980211" "2980080" "Parent=AT1G09230.1"
"2124" "1" "9" "2" "2980022" "2979942" "Parent=AT1G09230.1"
"2125" "1" "10" "1" "2979877" "2979723" "Parent=AT1G09230.1"
"2126" "1" "1" "8" "3001062" "3000717" "Parent=AT1G09280.1"
"2127" "1" "2" "7" "3000556" "3000133" "Parent=AT1G09280.1"
"2128" "1" "3" "6" "3000028" "2999935" "Parent=AT1G09280.1"
"2129" "1" "4" "5" "2999755" "2999668" "Parent=AT1G09280.1"
"2130" "1" "5" "4" "2999587" "2999508" "Parent=AT1G09280.1"
"2131" "1" "6" "3" "2999426" "2999336" "Parent=AT1G09280.1"
"2132" "1" "7" "2" "2999204" "2999127" "Parent=AT1G09280.1"
"2133" "1" "8" "1" "2999028" "2998915" "Parent=AT1G09280.1"
"2134" "1" "1" "6" "3003508" "3003306" "Parent=AT1G09290.1"
"2135" "1" "2" "5" "3003260" "3003060" "Parent=AT1G09290.1"
"2136" "1" "3" "4" "3002922" "3002827" "Parent=AT1G09290.1"
"2137" "1" "4" "3" "3002641" "3002321" "Parent=AT1G09290.1"
"2138" "1" "5" "2" "3002192" "3002102" "Parent=AT1G09290.1"
"2139" "1" "6" "1" "3001926" "3001840" "Parent=AT1G09290.1"
"2140" "1" "1" "3" "3011623" "3011494" "Parent=AT1G09320.1"
"2141" "1" "2" "2" "3011018" "3010885" "Parent=AT1G09320.1"
"2142" "1" "3" "1" "3010430" "3010284" "Parent=AT1G09320.1"
"2143" "1" "1" "5" "3014886" "3014580" "Parent=AT1G09330.1"
"2144" "1" "2" "4" "3014518" "3014428" "Parent=AT1G09330.1"
"2145" "1" "3" "3" "3014225" "3014103" "Parent=AT1G09330.1"
"2146" "1" "4" "2" "3014044" "3013372" "Parent=AT1G09330.1"
"2147" "1" "5" "1" "3013246" "3013091" "Parent=AT1G09330.1"
"2148" "1" "1" "6" "3029144" "3027753" "Parent=AT1G09380.1"
"2149" "1" "2" "5" "3027691" "3027614" "Parent=AT1G09380.1"
"2150" "1" "3" "4" "3027498" "3027411" "Parent=AT1G09380.1"
"2151" "1" "4" "3" "3027159" "3027045" "Parent=AT1G09380.1"
"2152" "1" "5" "2" "3026887" "3026799" "Parent=AT1G09380.1"
"2153" "1" "6" "1" "3026648" "3026552" "Parent=AT1G09380.1"
"2154" "1" "1" "4" "3034968" "3034865" "Parent=AT1G09400.1"
"2155" "1" "2" "3" "3034725" "3034649" "Parent=AT1G09400.1"
"2156" "1" "3" "2" "3034519" "3034434" "Parent=AT1G09400.1"
"2157" "1" "4" "1" "3034276" "3034193" "Parent=AT1G09400.1"
"2158" "1" "1" "11" "3041614" "3041379" "Parent=AT1G09420.1"
"2159" "1" "2" "10" "3041175" "3041088" "Parent=AT1G09420.1"
"2160" "1" "3" "9" "3040841" "3040743" "Parent=AT1G09420.1"
"2161" "1" "4" "8" "3040649" "3040564" "Parent=AT1G09420.1"
"2162" "1" "5" "7" "3040450" "3040318" "Parent=AT1G09420.1"
"2163" "1" "6" "6" "3040113" "3040032" "Parent=AT1G09420.1"
"2164" "1" "7" "5" "3039924" "3039824" "Parent=AT1G09420.1"
"2165" "1" "8" "4" "3039790" "3039670" "Parent=AT1G09420.1"
"2166" "1" "9" "3" "3039550" "3039449" "Parent=AT1G09420.1"
"2167" "1" "10" "2" "3039247" "3039171" "Parent=AT1G09420.1"
"2168" "1" "11" "1" "3038971" "3038877" "Parent=AT1G09420.1"
"2169" "1" "1" "7" "3047718" "3047409" "Parent=AT1G09440.1"
"2170" "1" "2" "6" "3046822" "3046738" "Parent=AT1G09440.1"
"2171" "1" "3" "5" "3046634" "3046558" "Parent=AT1G09440.1"
"2172" "1" "4" "4" "3046436" "3046355" "Parent=AT1G09440.1"
"2173" "1" "5" "3" "3046185" "3046101" "Parent=AT1G09440.1"
"2174" "1" "6" "2" "3045972" "3045896" "Parent=AT1G09440.1"
"2175" "1" "7" "1" "3045684" "3045599" "Parent=AT1G09440.1"
"2176" "1" "1" "4" "3056761" "3056659" "Parent=AT1G09470.1"
"2177" "1" "2" "3" "3056552" "3056285" "Parent=AT1G09470.1"
"2178" "1" "3" "2" "3055824" "3055737" "Parent=AT1G09470.1"
"2179" "1" "4" "1" "3055636" "3055558" "Parent=AT1G09470.1"
"2180" "1" "1" "3" "3061685" "3061601" "Parent=AT1G09483.1"
"2181" "1" "2" "2" "3061500" "3061418" "Parent=AT1G09483.1"
"2182" "1" "3" "1" "3061307" "3061071" "Parent=AT1G09483.1"
"2183" "1" "1" "11" "3092089" "3091887" "Parent=AT1G09550.1"
"2184" "1" "2" "10" "3091805" "3091704" "Parent=AT1G09550.1"
"2185" "1" "3" "9" "3091575" "3091474" "Parent=AT1G09550.1"
"2186" "1" "4" "8" "3091401" "3091310" "Parent=AT1G09550.1"
"2187" "1" "5" "7" "3091224" "3091118" "Parent=AT1G09550.1"
"2188" "1" "6" "6" "3090994" "3090907" "Parent=AT1G09550.1"
"2189" "1" "7" "5" "3090847" "3090760" "Parent=AT1G09550.1"
"2190" "1" "8" "4" "3090707" "3090622" "Parent=AT1G09550.1"
"2191" "1" "9" "3" "3090545" "3090456" "Parent=AT1G09550.1"
"2192" "1" "10" "2" "3090354" "3090028" "Parent=AT1G09550.1"
"2193" "1" "11" "1" "3089883" "3089792" "Parent=AT1G09550.1"
"2194" "1" "1" "4" "3100147" "3099223" "Parent=AT1G09570.1"
"2195" "1" "2" "3" "3097158" "3096959" "Parent=AT1G09570.1"
"2196" "1" "3" "2" "3096143" "3096072" "Parent=AT1G09570.1"
"2197" "1" "4" "1" "3095782" "3095699" "Parent=AT1G09570.1"
"2198" "1" "1" "1" "3102452" "3102348" "Parent=AT1G09575.1"
"2199" "1" "1" "2" "3116568" "3116468" "Parent=AT1G09620.1"
"2200" "1" "2" "1" "3113205" "3113101" "Parent=AT1G09620.1"
"2201" "1" "1" "1" "3119407" "3118838" "Parent=AT1G09630.1"
"2202" "1" "1" "7" "3130874" "3130799" "Parent=AT1G09660.1"
"2203" "1" "2" "6" "3130661" "3130185" "Parent=AT1G09660.1"
"2204" "1" "3" "5" "3130100" "3129428" "Parent=AT1G09660.1"
"2205" "1" "4" "4" "3129304" "3129181" "Parent=AT1G09660.1"
"2206" "1" "5" "3" "3129044" "3128967" "Parent=AT1G09660.1"
"2207" "1" "6" "2" "3128851" "3128402" "Parent=AT1G09660.1"
"2208" "1" "7" "1" "3128259" "3128187" "Parent=AT1G09660.1"
"2209" "1" "1" "1" "3137194" "3136664" "Parent=AT1G09690.1"
"2210" "1" "1" "2" "3140094" "3139597" "Parent=AT1G09700.1"
"2211" "1" "2" "1" "3139335" "3138931" "Parent=AT1G09700.1"
"2212" "1" "1" "1" "3147210" "3147130" "Parent=AT1G09720.1"
"2213" "1" "1" "14" "3154098" "3153754" "Parent=AT1G09730.1"
"2214" "1" "2" "13" "3153321" "3153237" "Parent=AT1G09730.1"
"2215" "1" "3" "12" "3153010" "3152871" "Parent=AT1G09730.1"
"2216" "1" "4" "11" "3152674" "3152578" "Parent=AT1G09730.1"
"2217" "1" "5" "10" "3152521" "3152021" "Parent=AT1G09730.1"
"2218" "1" "6" "9" "3151913" "3151508" "Parent=AT1G09730.1"
"2219" "1" "7" "8" "3151452" "3151291" "Parent=AT1G09730.1"
"2220" "1" "8" "7" "3151160" "3150972" "Parent=AT1G09730.1"
"2221" "1" "9" "6" "3150772" "3150692" "Parent=AT1G09730.1"
"2222" "1" "10" "5" "3150637" "3150557" "Parent=AT1G09730.1"
"2223" "1" "11" "4" "3150464" "3150209" "Parent=AT1G09730.1"
"2224" "1" "12" "3" "3150119" "3149504" "Parent=AT1G09730.1"
"2225" "1" "13" "2" "3149385" "3149080" "Parent=AT1G09730.1"
"2226" "1" "14" "1" "3148658" "3148568" "Parent=AT1G09730.1"
"2227" "1" "1" "7" "3161522" "3161421" "Parent=AT1G09760.1"
"2228" "1" "2" "6" "3161381" "3161017" "Parent=AT1G09760.1"
"2229" "1" "3" "5" "3160888" "3160787" "Parent=AT1G09760.1"
"2230" "1" "4" "4" "3160582" "3160081" "Parent=AT1G09760.1"
"2231" "1" "5" "3" "3159923" "3159802" "Parent=AT1G09760.1"
"2232" "1" "6" "2" "3159752" "3159652" "Parent=AT1G09760.1"
"2233" "1" "7" "1" "3159578" "3159481" "Parent=AT1G09760.1"
"2234" "1" "1" "6" "3167654" "3167581" "Parent=AT1G09780.1"
"2235" "1" "2" "5" "3167303" "3167211" "Parent=AT1G09780.1"
"2236" "1" "3" "4" "3166583" "3166416" "Parent=AT1G09780.1"
"2237" "1" "4" "3" "3166224" "3166134" "Parent=AT1G09780.1"
"2238" "1" "5" "2" "3166039" "3165953" "Parent=AT1G09780.1"
"2239" "1" "6" "1" "3165798" "3165711" "Parent=AT1G09780.1"
"2240" "1" "1" "5" "3170753" "3170687" "Parent=AT1G09790.1"
"2241" "1" "2" "4" "3170575" "3170045" "Parent=AT1G09790.1"
"2242" "1" "3" "3" "3169589" "3169471" "Parent=AT1G09790.1"
"2243" "1" "4" "2" "3169327" "3169234" "Parent=AT1G09790.1"
"2244" "1" "5" "1" "3168954" "3168869" "Parent=AT1G09790.1"
"2245" "1" "1" "9" "3180082" "3179901" "Parent=AT1G09800.1"
"2246" "1" "2" "8" "3179845" "3179550" "Parent=AT1G09800.1"
"2247" "1" "3" "7" "3179473" "3179205" "Parent=AT1G09800.1"
"2248" "1" "4" "6" "3179152" "3178912" "Parent=AT1G09800.1"
"2249" "1" "5" "5" "3178830" "3178688" "Parent=AT1G09800.1"
"2250" "1" "6" "4" "3178589" "3178452" "Parent=AT1G09800.1"
"2251" "1" "7" "3" "3178390" "3177867" "Parent=AT1G09800.1"
"2252" "1" "8" "2" "3177598" "3177381" "Parent=AT1G09800.1"
"2253" "1" "9" "1" "3177321" "3177218" "Parent=AT1G09800.1"
"2254" "1" "1" "8" "3184084" "3183373" "Parent=AT1G09810.1"
"2255" "1" "2" "7" "3183327" "3183190" "Parent=AT1G09810.1"
"2256" "1" "3" "6" "3183129" "3183047" "Parent=AT1G09810.1"
"2257" "1" "4" "5" "3182999" "3182817" "Parent=AT1G09810.1"
"2258" "1" "5" "4" "3182753" "3182663" "Parent=AT1G09810.1"
"2259" "1" "6" "3" "3182478" "3182353" "Parent=AT1G09810.1"
"2260" "1" "7" "2" "3181880" "3181788" "Parent=AT1G09810.1"
"2261" "1" "8" "1" "3181402" "3181299" "Parent=AT1G09810.1"
"2262" "1" "1" "3" "3194663" "3194550" "Parent=AT1G09830.1"
"2263" "1" "2" "2" "3194177" "3193821" "Parent=AT1G09830.1"
"2264" "1" "3" "1" "3193291" "3193202" "Parent=AT1G09830.1"
"2265" "1" "1" "12" "3200036" "3199623" "Parent=AT1G09840.1"
"2266" "1" "2" "11" "3199381" "3199253" "Parent=AT1G09840.1"
"2267" "1" "3" "10" "3199161" "3199073" "Parent=AT1G09840.1"
"2268" "1" "4" "9" "3199014" "3198928" "Parent=AT1G09840.1"
"2269" "1" "5" "8" "3198656" "3198517" "Parent=AT1G09840.1"
"2270" "1" "6" "7" "3198443" "3198008" "Parent=AT1G09840.1"
"2271" "1" "7" "6" "3197952" "3197883" "Parent=AT1G09840.1"
"2272" "1" "8" "5" "3197743" "3197646" "Parent=AT1G09840.1"
"2273" "1" "9" "4" "3197596" "3197326" "Parent=AT1G09840.1"
"2274" "1" "10" "3" "3197231" "3196783" "Parent=AT1G09840.1"
"2275" "1" "11" "2" "3196700" "3196617" "Parent=AT1G09840.1"
"2276" "1" "12" "1" "3196515" "3196202" "Parent=AT1G09840.1"
"2277" "1" "1" "11" "3211535" "3211450" "Parent=AT1G09880.1"
"2278" "1" "2" "10" "3211385" "3211300" "Parent=AT1G09880.1"
"2279" "1" "3" "9" "3211184" "3211109" "Parent=AT1G09880.1"
"2280" "1" "4" "8" "3210848" "3210739" "Parent=AT1G09880.1"
"2281" "1" "5" "7" "3210569" "3210486" "Parent=AT1G09880.1"
"2282" "1" "6" "6" "3210331" "3210249" "Parent=AT1G09880.1"
"2283" "1" "7" "5" "3210143" "3210054" "Parent=AT1G09880.1"
"2284" "1" "8" "4" "3209964" "3209872" "Parent=AT1G09880.1"
"2285" "1" "9" "3" "3209731" "3209650" "Parent=AT1G09880.1"
"2286" "1" "10" "2" "3209377" "3209300" "Parent=AT1G09880.1"
"2287" "1" "11" "1" "3209168" "3209085" "Parent=AT1G09880.1"
"2288" "1" "1" "14" "3217500" "3217392" "Parent=AT1G09890.1"
"2289" "1" "2" "13" "3217271" "3217184" "Parent=AT1G09890.1"
"2290" "1" "3" "12" "3217134" "3216990" "Parent=AT1G09890.1"
"2291" "1" "4" "11" "3216871" "3216801" "Parent=AT1G09890.1"
"2292" "1" "5" "10" "3216682" "3216600" "Parent=AT1G09890.1"
"2293" "1" "6" "9" "3216459" "3216361" "Parent=AT1G09890.1"
"2294" "1" "7" "8" "3216188" "3216116" "Parent=AT1G09890.1"
"2295" "1" "8" "7" "3215958" "3215875" "Parent=AT1G09890.1"
"2296" "1" "9" "6" "3215769" "3215647" "Parent=AT1G09890.1"
"2297" "1" "10" "5" "3215557" "3215468" "Parent=AT1G09890.1"
"2298" "1" "11" "4" "3215327" "3215254" "Parent=AT1G09890.1"
"2299" "1" "12" "3" "3215098" "3214912" "Parent=AT1G09890.1"
"2300" "1" "13" "2" "3214796" "3214708" "Parent=AT1G09890.1"
"2301" "1" "14" "1" "3214582" "3214467" "Parent=AT1G09890.1"
"2302" "1" "1" "14" "3224379" "3223831" "Parent=AT1G09910.1"
"2303" "1" "2" "13" "3223734" "3223649" "Parent=AT1G09910.1"
"2304" "1" "3" "12" "3223528" "3223403" "Parent=AT1G09910.1"
"2305" "1" "4" "11" "3223353" "3223031" "Parent=AT1G09910.1"
"2306" "1" "5" "10" "3222912" "3222833" "Parent=AT1G09910.1"
"2307" "1" "6" "9" "3222714" "3222486" "Parent=AT1G09910.1"
"2308" "1" "7" "8" "3222345" "3222136" "Parent=AT1G09910.1"
"2309" "1" "8" "7" "3221966" "3221886" "Parent=AT1G09910.1"
"2310" "1" "9" "6" "3221731" "3221639" "Parent=AT1G09910.1"
"2311" "1" "10" "5" "3221533" "3221418" "Parent=AT1G09910.1"
"2312" "1" "11" "4" "3221328" "3221158" "Parent=AT1G09910.1"
"2313" "1" "12" "3" "3221017" "3220946" "Parent=AT1G09910.1"
"2314" "1" "13" "2" "3220790" "3220706" "Parent=AT1G09910.1"
"2315" "1" "14" "1" "3220466" "3220387" "Parent=AT1G09910.1"
"2316" "1" "1" "4" "3226817" "3226129" "Parent=AT1G09920.1"
"2317" "1" "2" "3" "3225994" "3225441" "Parent=AT1G09920.1"
"2318" "1" "3" "2" "3225304" "3225225" "Parent=AT1G09920.1"
"2319" "1" "4" "1" "3225116" "3225013" "Parent=AT1G09920.1"
"2320" "1" "1" "4" "3229555" "3229462" "Parent=AT1G09930.1"
"2321" "1" "2" "3" "3229365" "3229267" "Parent=AT1G09930.1"
"2322" "1" "3" "2" "3228704" "3228625" "Parent=AT1G09930.1"
"2323" "1" "4" "1" "3228373" "3228290" "Parent=AT1G09930.1"
"2324" "1" "1" "8" "3232965" "3232777" "Parent=AT1G09932.1"
"2325" "1" "2" "7" "3232670" "3232556" "Parent=AT1G09932.1"
"2326" "1" "3" "6" "3232477" "3232137" "Parent=AT1G09932.1"
"2327" "1" "4" "5" "3232017" "3231811" "Parent=AT1G09932.1"
"2328" "1" "5" "4" "3231737" "3231632" "Parent=AT1G09932.1"
"2329" "1" "6" "3" "3231544" "3231184" "Parent=AT1G09932.1"
"2330" "1" "7" "2" "3231065" "3230922" "Parent=AT1G09932.1"
"2331" "1" "8" "1" "3230881" "3230800" "Parent=AT1G09932.1"
"2332" "1" "1" "8" "3235480" "3235378" "Parent=AT1G09935.1"
"2333" "1" "2" "7" "3235271" "3235158" "Parent=AT1G09935.1"
"2334" "1" "3" "6" "3235079" "3234974" "Parent=AT1G09935.1"
"2335" "1" "4" "5" "3234872" "3234767" "Parent=AT1G09935.1"
"2336" "1" "5" "4" "3234693" "3234582" "Parent=AT1G09935.1"
"2337" "1" "6" "3" "3234494" "3234405" "Parent=AT1G09935.1"
"2338" "1" "7" "2" "3234286" "3234209" "Parent=AT1G09935.1"
"2339" "1" "8" "1" "3234165" "3234084" "Parent=AT1G09935.1"
"2340" "1" "1" "2" "3239025" "3238737" "Parent=AT1G09940.1"
"2341" "1" "2" "1" "3238496" "3238336" "Parent=AT1G09940.1"
"2342" "1" "1" "14" "3261328" "3261033" "Parent=AT1G09980.1"
"2343" "1" "2" "13" "3260694" "3260594" "Parent=AT1G09980.1"
"2344" "1" "3" "12" "3260509" "3260332" "Parent=AT1G09980.1"
"2345" "1" "4" "11" "3260178" "3259895" "Parent=AT1G09980.1"
"2346" "1" "5" "10" "3259642" "3259549" "Parent=AT1G09980.1"
"2347" "1" "6" "9" "3259495" "3259104" "Parent=AT1G09980.1"
"2348" "1" "7" "8" "3258865" "3258770" "Parent=AT1G09980.1"
"2349" "1" "8" "7" "3258637" "3258537" "Parent=AT1G09980.1"
"2350" "1" "9" "6" "3258354" "3258267" "Parent=AT1G09980.1"
"2351" "1" "10" "5" "3258208" "3258126" "Parent=AT1G09980.1"
"2352" "1" "11" "4" "3257878" "3257643" "Parent=AT1G09980.1"
"2353" "1" "12" "3" "3257385" "3257291" "Parent=AT1G09980.1"
"2354" "1" "13" "2" "3257086" "3256985" "Parent=AT1G09980.1"
"2355" "1" "14" "1" "3256935" "3256843" "Parent=AT1G09980.1"
"2356" "1" "1" "2" "3263351" "3262908" "Parent=AT1G09995.1"
"2357" "1" "2" "1" "3262635" "3262452" "Parent=AT1G09995.1"
"2358" "1" "1" "1" "3271107" "3270698" "Parent=AT1G10020.1"
"2359" "1" "1" "9" "3278190" "3278112" "Parent=AT1G10040.1"
"2360" "1" "2" "8" "3278045" "3277835" "Parent=AT1G10040.1"
"2361" "1" "3" "7" "3277765" "3277586" "Parent=AT1G10040.1"
"2362" "1" "4" "6" "3277332" "3277161" "Parent=AT1G10040.1"
"2363" "1" "5" "5" "3277001" "3276907" "Parent=AT1G10040.1"
"2364" "1" "6" "4" "3276852" "3276709" "Parent=AT1G10040.1"
"2365" "1" "7" "3" "3276657" "3276566" "Parent=AT1G10040.1"
"2366" "1" "8" "2" "3276437" "3276359" "Parent=AT1G10040.1"
"2367" "1" "9" "1" "3276262" "3276179" "Parent=AT1G10040.1"
"2368" "1" "1" "10" "3295948" "3295380" "Parent=AT1G10090.1"
"2369" "1" "2" "9" "3294991" "3294822" "Parent=AT1G10090.1"
"2370" "1" "3" "8" "3294676" "3294525" "Parent=AT1G10090.1"
"2371" "1" "4" "7" "3294462" "3294339" "Parent=AT1G10090.1"
"2372" "1" "5" "6" "3294130" "3293455" "Parent=AT1G10090.1"
"2373" "1" "6" "5" "3293270" "3292897" "Parent=AT1G10090.1"
"2374" "1" "7" "4" "3292599" "3292327" "Parent=AT1G10090.1"
"2375" "1" "8" "3" "3292051" "3291954" "Parent=AT1G10090.1"
"2376" "1" "9" "2" "3291679" "3291209" "Parent=AT1G10090.1"
"2377" "1" "10" "1" "3290976" "3290886" "Parent=AT1G10090.1"
"2378" "1" "1" "9" "3300271" "3300176" "Parent=AT1G10095.1"
"2379" "1" "2" "8" "3299838" "3299743" "Parent=AT1G10095.1"
"2380" "1" "3" "7" "3299633" "3299450" "Parent=AT1G10095.1"
"2381" "1" "4" "6" "3299360" "3299122" "Parent=AT1G10095.1"
"2382" "1" "5" "5" "3299054" "3298822" "Parent=AT1G10095.1"
"2383" "1" "6" "4" "3298745" "3298572" "Parent=AT1G10095.1"
"2384" "1" "7" "3" "3298489" "3298390" "Parent=AT1G10095.1"
"2385" "1" "8" "2" "3298340" "3297992" "Parent=AT1G10095.1"
"2386" "1" "9" "1" "3297756" "3297597" "Parent=AT1G10095.1"
"2387" "1" "1" "3" "3301328" "3301254" "Parent=AT1G10100.1"
"2388" "1" "2" "2" "3301200" "3301098" "Parent=AT1G10100.1"
"2389" "1" "3" "1" "3300967" "3300836" "Parent=AT1G10100.1"
"2390" "1" "1" "7" "3305511" "3305410" "Parent=AT1G10120.1"
"2391" "1" "2" "6" "3305219" "3305116" "Parent=AT1G10120.1"
"2392" "1" "3" "5" "3305051" "3304965" "Parent=AT1G10120.1"
"2393" "1" "4" "4" "3304897" "3304798" "Parent=AT1G10120.1"
"2394" "1" "5" "3" "3304727" "3304634" "Parent=AT1G10120.1"
"2395" "1" "6" "2" "3304515" "3304425" "Parent=AT1G10120.1"
"2396" "1" "7" "1" "3304341" "3304250" "Parent=AT1G10120.1"
"2397" "1" "1" "2" "3328386" "3328262" "Parent=AT1G10155.1"
"2398" "1" "2" "1" "3328171" "3328036" "Parent=AT1G10155.1"
"2399" "1" "1" "6" "3341399" "3341170" "Parent=AT1G10180.1"
"2400" "1" "2" "5" "3341076" "3340929" "Parent=AT1G10180.1"
"2401" "1" "3" "4" "3339912" "3339828" "Parent=AT1G10180.1"
"2402" "1" "4" "3" "3339322" "3339235" "Parent=AT1G10180.1"
"2403" "1" "5" "2" "3339047" "3338875" "Parent=AT1G10180.1"
"2404" "1" "6" "1" "3338739" "3338648" "Parent=AT1G10180.1"
"2405" "1" "1" "6" "3345430" "3345334" "Parent=AT1G10190.1"
"2406" "1" "2" "5" "3345242" "3345141" "Parent=AT1G10190.1"
"2407" "1" "3" "4" "3344923" "3344828" "Parent=AT1G10190.1"
"2408" "1" "4" "3" "3344676" "3344525" "Parent=AT1G10190.1"
"2409" "1" "5" "2" "3344472" "3344379" "Parent=AT1G10190.1"
"2410" "1" "6" "1" "3344236" "3344130" "Parent=AT1G10190.1"
"2411" "1" "1" "4" "3347629" "3347437" "Parent=AT1G10200.1"
"2412" "1" "2" "3" "3347341" "3347241" "Parent=AT1G10200.1"
"2413" "1" "3" "2" "3347198" "3347110" "Parent=AT1G10200.1"
"2414" "1" "4" "1" "3347021" "3346883" "Parent=AT1G10200.1"
"2415" "1" "1" "3" "3359772" "3359301" "Parent=AT1G10240.1"
"2416" "1" "2" "2" "3358294" "3358094" "Parent=AT1G10240.1"
"2417" "1" "3" "1" "3357651" "3357455" "Parent=AT1G10240.1"
"2418" "1" "1" "1" "3360325" "3360232" "Parent=AT1G10250.1"
"2419" "1" "1" "1" "3368143" "3367436" "Parent=AT1G10280.1"
"2420" "1" "1" "4" "3383653" "3383351" "Parent=AT1G10310.1"
"2421" "1" "2" "3" "3383282" "3382876" "Parent=AT1G10310.1"
"2422" "1" "3" "2" "3382683" "3382197" "Parent=AT1G10310.1"
"2423" "1" "4" "1" "3382025" "3381802" "Parent=AT1G10310.1"
"2424" "1" "1" "8" "3387969" "3387882" "Parent=AT1G10320.1"
"2425" "1" "2" "7" "3387724" "3387666" "Parent=AT1G10320.1"
"2426" "1" "3" "6" "3387508" "3387409" "Parent=AT1G10320.1"
"2427" "1" "4" "5" "3387251" "3386466" "Parent=AT1G10320.1"
"2428" "1" "5" "4" "3386374" "3386068" "Parent=AT1G10320.1"
"2429" "1" "6" "3" "3385952" "3385541" "Parent=AT1G10320.1"
"2430" "1" "7" "2" "3385467" "3385394" "Parent=AT1G10320.1"
"2431" "1" "8" "1" "3385183" "3385058" "Parent=AT1G10320.1"
"2432" "1" "1" "2" "3392046" "3391956" "Parent=AT1G10340.1"
"2433" "1" "2" "1" "3391517" "3391335" "Parent=AT1G10340.1"
"2434" "1" "1" "1" "3394250" "3394033" "Parent=AT1G10350.1"
"2435" "1" "1" "1" "3396486" "3396100" "Parent=AT1G10360.1"
"2436" "1" "1" "1" "3397953" "3397636" "Parent=AT1G10370.1"
"2437" "1" "1" "12" "3412493" "3412103" "Parent=AT1G10390.1"
"2438" "1" "2" "11" "3412027" "3411889" "Parent=AT1G10390.1"
"2439" "1" "3" "10" "3411596" "3411415" "Parent=AT1G10390.1"
"2440" "1" "4" "9" "3410768" "3410652" "Parent=AT1G10390.1"
"2441" "1" "5" "8" "3410425" "3410325" "Parent=AT1G10390.1"
"2442" "1" "6" "7" "3409691" "3409513" "Parent=AT1G10390.1"
"2443" "1" "7" "6" "3409426" "3409349" "Parent=AT1G10390.1"
"2444" "1" "8" "5" "3409289" "3409171" "Parent=AT1G10390.1"
"2445" "1" "9" "4" "3409033" "3408813" "Parent=AT1G10390.1"
"2446" "1" "10" "3" "3408697" "3408589" "Parent=AT1G10390.1"
"2447" "1" "11" "2" "3408415" "3408072" "Parent=AT1G10390.1"
"2448" "1" "12" "1" "3408031" "3407944" "Parent=AT1G10390.1"
"2449" "1" "1" "1" "3415595" "3415508" "Parent=AT1G10400.1"
"2450" "1" "1" "8" "3419078" "3418732" "Parent=AT1G10410.1"
"2451" "1" "2" "7" "3418652" "3418557" "Parent=AT1G10410.1"
"2452" "1" "3" "6" "3418216" "3418128" "Parent=AT1G10410.1"
"2453" "1" "4" "5" "3417993" "3417899" "Parent=AT1G10410.1"
"2454" "1" "5" "4" "3417737" "3417648" "Parent=AT1G10410.1"
"2455" "1" "6" "3" "3417520" "3417432" "Parent=AT1G10410.1"
"2456" "1" "7" "2" "3417238" "3417148" "Parent=AT1G10410.1"
"2457" "1" "8" "1" "3417026" "3416943" "Parent=AT1G10410.1"
"2458" "1" "1" "12" "3427215" "3427135" "Parent=AT1G10417.1"
"2459" "1" "2" "11" "3427037" "3426964" "Parent=AT1G10417.1"
"2460" "1" "3" "10" "3426854" "3426721" "Parent=AT1G10417.1"
"2461" "1" "4" "9" "3426547" "3426436" "Parent=AT1G10417.1"
"2462" "1" "5" "8" "3426380" "3426211" "Parent=AT1G10417.1"
"2463" "1" "6" "7" "3426075" "3425981" "Parent=AT1G10417.1"
"2464" "1" "7" "6" "3425922" "3425846" "Parent=AT1G10417.1"
"2465" "1" "8" "5" "3425769" "3425640" "Parent=AT1G10417.1"
"2466" "1" "9" "4" "3425573" "3425380" "Parent=AT1G10417.1"
"2467" "1" "10" "3" "3425307" "3425066" "Parent=AT1G10417.1"
"2468" "1" "11" "2" "3424899" "3424641" "Parent=AT1G10417.1"
"2469" "1" "12" "1" "3424586" "3424500" "Parent=AT1G10417.1"
"2470" "1" "1" "5" "3430185" "3429828" "Parent=AT1G10430.1"
"2471" "1" "2" "4" "3429714" "3429594" "Parent=AT1G10430.1"
"2472" "1" "3" "3" "3429486" "3429406" "Parent=AT1G10430.1"
"2473" "1" "4" "2" "3429329" "3429144" "Parent=AT1G10430.1"
"2474" "1" "5" "1" "3428953" "3428878" "Parent=AT1G10430.1"
"2475" "1" "1" "4" "3443582" "3443493" "Parent=AT1G10470.1"
